"Id","Campaign","Status","Clicks","Cost","Revenue","ROI %","CPC","CTR","Sales","CPS","Leads","CPL","Impressions","Average Revenue"
"120231040700030460","BMMxMEC | LEADS | ABO | Revamp Aug2","ACTIVE","364","$743.07","$0.00","0.00%","$2.04","1.95%","0","$0.00","0","$0.00","18,692","$0.00"
